Hebrew_character,Names,Frequencies
שבתות,Shin_Bet_Taw_Waw_Taw,4
ועבודת,Waw_Ayin_Bet_Waw_Dalet_Taw,4
ענוה,Ayin_Nun-medial_Waw_He,4
לתמים,Lamed_Taw_Mem-medial_Yod_Mem,4
תשים,Taw_Shin_Yod_Mem,4
שלומכה,Shin_Lamed_Waw_Mem-medial_Kaf_He,4
בעורות,Bet_Ayin_Waw_Resh_Waw_Taw,4
בוחנם,Bet_Waw_Het_Nun-medial_Mem,4
יששכר,Yod_Shin_Shin_Kaf_Resh,4
מרכבות,Mem-medial_Resh_Kaf_Bet_Waw_Taw,4
דעות,Dalet_Ayin_Waw_Taw,4
ששין,Shin_Shin_Yod_Nun-final,4
תמה,Taw_Mem-medial_He,4
ארצ,Alef_Resh_Tsadi,4
וברוב,Waw_Bet_Resh_Waw_Bet,4
האלהים,He_Alef_Lamed_He_Yod_Mem,4
להשנות,Lamed_He_Shin_Nun-medial_Waw_Taw,4
הכן,He_Kaf_Nun-final,4
פלט,Pe_Lamed_Tet,4
נחשב,Nun-medial_Het_Shin_Bet,4
תומכי,Taw_Waw_Mem-medial_Kaf_Yod,4
תשא,Taw_Shin_Alef,4
מדם,Mem-medial_Dalet_Mem,4
לאכל,Lamed_Alef_Kaf_Lamed,4
לשרת,Lamed_Shin_Resh_Taw,4
אולת,Alef_Waw_Lamed_Taw,4
ויצאו,Waw_Yod_Tsadi_Alef_Waw,4
הוות,He_Waw_Waw_Taw,4
שפתיכה,Shin_Pe_Taw_Yod_Kaf_He,4
יעבד,Yod_Ayin_Bet_Dalet,4
ובריתכה,Waw_Bet_Resh_Yod_Taw_Kaf_He,4
תנינא,Taw_Nun-medial_Yod_Nun-medial_Alef,4
משחה,Mem-medial_Shin_Het_He,4
ברכת,Bet_Resh_Kaf_Taw,4
לדברי,Lamed_Dalet_Bet_Resh_Yod,4
בדברי,Bet_Dalet_Bet_Resh_Yod,4
משרתי,Mem-medial_Shin_Resh_Taw_Yod,4
ויט,Waw_Yod_Tet,4
טובי,Tet_Waw_Bet_Yod,4
הפנים,He_Pe_Nun-medial_Yod_Mem,4
מחני,Mem-medial_Het_Nun-medial_Yod,4
אמרת,Alef_Mem-medial_Resh_Taw,4
ולעד,Waw_Lamed_Ayin_Dalet,4
וברוח,Waw_Bet_Resh_Waw_Het,4
שעריכה,Shin_Ayin_Resh_Yod_Kaf_He,4
מרמה,Mem-medial_Resh_Mem-medial_He,4
ושלח,Waw_Shin_Lamed_Het,4
וקרא,Waw_Qof_Resh_Alef,4
ובלא,Waw_Bet_Lamed_Alef,4
ובאש,Waw_Bet_Alef_Shin,4
אבל,Alef_Bet_Lamed,4
בכתיים,Bet_Kaf_Taw_Yod_Yod_Mem,4
יחדיו,Yod_Het_Dalet_Yod_Waw,4
באמתו,Bet_Alef_Mem-medial_Taw_Waw,4
אורך,Alef_Waw_Resh_Kaf-final,4
למטעת,Lamed_Mem-medial_Tet_Ayin_Taw,4
כוכב,Kaf_Waw_Kaf_Bet,4
ואחד,Waw_Alef_Het_Dalet,4
אוכלים,Alef_Waw_Kaf_Lamed_Yod_Mem,4
שביא,Shin_Bet_Yod_Alef,4
תטמאו,Taw_Tet_Mem-medial_Alef_Waw,4
קשט,Qof_Shin_Tet,4
עבר,Ayin_Bet_Resh,4
באחת,Bet_Alef_Het_Taw,4
צויתה,Tsadi_Waw_Yod_Taw_He,4
עמדי,Ayin_Mem-medial_Dalet_Yod,4
ולמן,Waw_Lamed_Mem-medial_Nun-final,4
טמאתם,Tet_Mem-medial_Alef_Taw_Mem,4
צרת,Tsadi_Resh_Taw,4
ושערי,Waw_Shin_Ayin_Resh_Yod,4
ראוש,Resh_Alef_Waw_Shin,4
וללכת,Waw_Lamed_Lamed_Kaf_Taw,4
ובידכה,Waw_Bet_Yod_Dalet_Kaf_He,4
יוכיח,Yod_Waw_Kaf_Yod_Het,4
לאלוהים,Lamed_Alef_Lamed_Waw_He_Yod_Mem,4
וארו,Waw_Alef_Resh_Waw,4
ושה,Waw_Shin_He,4
ואש,Waw_Alef_Shin,4
עזרת,Ayin_Zayin_Resh_Taw,4
ירפא,Yod_Resh_Pe_Alef,4
אבוהי,Alef_Bet_Waw_He_Yod,4
השמטה,He_Shin_Mem-medial_Tet_He,4
ובקץ,Waw_Bet_Qof_Tasdi-final,4
וגורל,Waw_Gimel_Waw_Resh_Lamed,4
יזבחו,Yod_Zayin_Bet_Het_Waw,4
כגדול,Kaf_Gimel_Dalet_Waw_Lamed,4
בעצה,Bet_Ayin_Tsadi_He,4
רומי,Resh_Waw_Mem-medial_Yod,4
לפנו,Lamed_Pe_Nun-medial_Waw,4
שבעים,Shin_Bet_Ayin_Yod_Mem,4
ישמעו,Yod_Shin_Mem-medial_Ayin_Waw,4
חסידים,Het_Samekh_Yod_Dalet_Yod_Mem,4
מראות,Mem-medial_Resh_Alef_Waw_Taw,4
וברזי,Waw_Bet_Resh_Zayin_Yod,4
אפס,Alef_Pe_Samekh,4
ויעלו,Waw_Yod_Ayin_Lamed_Waw,4
רגזך,Resh_Gimel_Zayin_Kaf-final,4
במחשבת,Bet_Mem-medial_Het_Shin_Bet_Taw,4
תגע,Taw_Gimel_Ayin,4
מעוז,Mem-medial_Ayin_Waw_Zayin,4
ידור,Yod_Dalet_Waw_Resh,4
ואבני,Waw_Alef_Bet_Nun-medial_Yod,4
נחושת,Nun-medial_Het_Waw_Shin_Taw,4
שא,Shin_Alef,4
מצעדי,Mem-medial_Tsadi_Ayin_Dalet_Yod,4
בידעיה,Bet_Yod_Dalet_Ayin_Yod_He,4
דמא,Dalet_Mem-medial_Alef,4
הגדולה,He_Gimel_Dalet_Waw_Lamed_He,4
לחוק,Lamed_Het_Waw_Qof,4
תירוש,Taw_Yod_Resh_Waw_Shin,4
רש,Resh_Shin,4
ינתן,Yod_Nun-medial_Taw_Nun-final,4
שאול,Shin_Alef_Waw_Lamed,4
עלה,Ayin_Lamed_He,4
וברכו,Waw_Bet_Resh_Kaf_Waw,4
בים,Bet_Yod_Mem,4
ומשל,Waw_Mem-medial_Shin_Lamed,4
וכלא,Waw_Kaf_Lamed_Alef,4
ויהמו,Waw_Yod_He_Mem-medial_Waw,4
קריתא,Qof_Resh_Yod_Taw_Alef,4
מערכת,Mem-medial_Ayin_Resh_Kaf_Taw,4
עבודתו,Ayin_Bet_Waw_Dalet_Taw_Waw,4
וראש,Waw_Resh_Alef_Shin,4
הפנה,He_Pe_Nun-medial_He,4
ומזה,Waw_Mem-medial_Zayin_He,4
ירשו,Yod_Resh_Shin_Waw,4
חפר,Het_Pe_Resh,4
ובשר,Waw_Bet_Shin_Resh,4
כפר,Kaf_Pe_Resh,4
ותרומת,Waw_Taw_Resh_Waw_Mem-medial_Taw,4
בתורת,Bet_Taw_Waw_Resh_Taw,4
ונגש,Waw_Nun-medial_Gimel_Shin,4
הגברתה,He_Gimel_Bet_Resh_Taw_He,4
דממת,Dalet_Mem-medial_Mem-medial_Taw,4
ומישראל,Waw_Mem-medial_Yod_Shin_Resh_Alef_Lamed,4
ווכל,Waw_Waw_Kaf_Lamed,4
עבדיו,Ayin_Bet_Dalet_Yod_Waw,4
בהו,Bet_He_Waw,4
שמוקא,Shin_Mem-medial_Waw_Qof_Alef,4
אחרים,Alef_Het_Resh_Yod_Mem,4
ידעת,Yod_Dalet_Ayin_Taw,4
בעדם,Bet_Ayin_Dalet_Mem,4
לשלם,Lamed_Shin_Lamed_Mem,4
ולאל,Waw_Lamed_Alef_Lamed,4
סחור,Samekh_Het_Waw_Resh,4
ידיו,Yod_Dalet_Yod_Waw,4
באלים,Bet_Alef_Lamed_Yod_Mem,4
והבדילהו,Waw_He_Bet_Dalet_Yod_Lamed_He_Waw,4
ולשוני,Waw_Lamed_Shin_Waw_Nun-medial_Yod,4
הצדקה,He_Tsadi_Dalet_Qof_He,4
פרש,Pe_Resh_Shin,4
לעת,Lamed_Ayin_Taw,4
תורתכה,Taw_Waw_Resh_Taw_Kaf_He,4
ויקח,Waw_Yod_Qof_Het,4
השכלתני,He_Shin_Kaf_Lamed_Taw_Nun-medial_Yod,4
לערוך,Lamed_Ayin_Resh_Waw_Kaf-final,4
חדשה,Het_Dalet_Shin_He,4
טהרה,Tet_He_Resh_He,4
יתנו,Yod_Taw_Nun-medial_Waw,4
אדון,Alef_Dalet_Waw_Nun-final,4
היד,He_Yod_Dalet,4
סוכת,Samekh_Waw_Kaf_Taw,4
נוקם,Nun-medial_Waw_Qof_Mem,4
ושנים,Waw_Shin_Nun-medial_Yod_Mem,4
פריה,Pe_Resh_Yod_He,4
כאיש,Kaf_Alef_Yod_Shin,4
לבליעל,Lamed_Bet_Lamed_Yod_Ayin_Lamed,4
שרירות,Shin_Resh_Yod_Resh_Waw_Taw,4
ולאשר,Waw_Lamed_Alef_Shin_Resh,4
ואשה,Waw_Alef_Shin_He,4
ברכות,Bet_Resh_Kaf_Waw_Taw,4
קומה,Qof_Waw_Mem-medial_He,4
לתכון,Lamed_Taw_Kaf_Waw_Nun-final,4
ממזרים,Mem-medial_Mem-medial_Zayin_Resh_Yod_Mem,4
מלחמות,Mem-medial_Lamed_Het_Mem-medial_Waw_Taw,4
אלעזר,Alef_Lamed_Ayin_Zayin_Resh,4
יורו,Yod_Waw_Resh_Waw,4
זעטוט,Zayin_Ayin_Tet_Waw_Tet,4
האורים,He_Alef_Waw_Resh_Yod_Mem,4
אושי,Alef_Waw_Shin_Yod,4
דניאל,Dalet_Nun-medial_Yod_Alef_Lamed,4
רומה,Resh_Waw_Mem-medial_He,4
לארעא,Lamed_Alef_Resh_Ayin_Alef,4
ישאל,Yod_Shin_Alef_Lamed,4
וחכמת,Waw_Het_Kaf_Mem-medial_Taw,4
יעמוד,Yod_Ayin_Mem-medial_Waw_Dalet,4
מדה,Mem-medial_Dalet_He,4
וקודש,Waw_Qof_Waw_Dalet_Shin,4
וישמחו,Waw_Yod_Shin_Mem-medial_Het_Waw,4
פתנים,Pe_Taw_Nun-medial_Yod_Mem,4
משחת,Mem-medial_Shin_Het_Taw,4
נסתרות,Nun-medial_Samekh_Taw_Resh_Waw_Taw,4
הקרב,He_Qof_Resh_Bet,4
יה,Yod_He,4
אבחר,Alef_Bet_Het_Resh,4
ומקור,Waw_Mem-medial_Qof_Waw_Resh,4
וטהר,Waw_Tet_He_Resh,4
למטה,Lamed_Mem-medial_Tet_He,4
השביעית,He_Shin_Bet_Yod_Ayin_Yod_Taw,4
חיות,Het_Yod_Waw_Taw,4
שממה,Shin_Mem-medial_Mem-medial_He,4
שבה,Shin_Bet_He,4
לשער,Lamed_Shin_Ayin_Resh,4
כחרב,Kaf_Het_Resh_Bet,4
עוזו,Ayin_Waw_Zayin_Waw,4
בחיי,Bet_Het_Yod_Yod,4
ותרתין,Waw_Taw_Resh_Taw_Yod_Nun-final,4
שנתי,Shin_Nun-medial_Taw_Yod,4
נפשם,Nun-medial_Pe_Shin_Mem,4
מנחת,Mem-medial_Nun-medial_Het_Taw,4
וברז,Waw_Bet_Resh_Zayin,4
חוכמה,Het_Waw_Kaf_Mem-medial_He,4
אבותינו,Alef_Bet_Waw_Taw_Yod_Nun-medial_Waw,4
אחור,Alef_Het_Waw_Resh,4
לרשת,Lamed_Resh_Shin_Taw,4
בחירי,Bet_Het_Yod_Resh_Yod,4
לפניהם,Lamed_Pe_Nun-medial_Yod_He_Mem,4
יאמרו,Yod_Alef_Mem-medial_Resh_Waw,4
זמה,Zayin_Mem-medial_He,4
תמימים,Taw_Mem-medial_Yod_Mem-medial_Yod_Mem,4
שלמים,Shin_Lamed_Mem-medial_Yod_Mem,4
שבו,Shin_Bet_Waw,4
זכור,Zayin_Kaf_Waw_Resh,4
ושמי,Waw_Shin_Mem-medial_Yod,4
הנני,He_Nun-medial_Nun-medial_Yod,4
ישרים,Yod_Shin_Resh_Yod_Mem,4
למשמע,Lamed_Mem-medial_Shin_Mem-medial_Ayin,4
ובלילא,Waw_Bet_Lamed_Yod_Lamed_Alef,4
שנאתו,Shin_Nun-medial_Alef_Taw_Waw,4
לוכול,Lamed_Waw_Kaf_Waw_Lamed,4
עורף,Ayin_Waw_Resh_Pe-final,4
מהר,Mem-medial_He_Resh,4
ונפל,Waw_Nun-medial_Pe_Lamed,4
וספר,Waw_Samekh_Pe_Resh,4
משכבי,Mem-medial_Shin_Kaf_Bet_Yod,4
חנית,Het_Nun-medial_Yod_Taw,4
להטהר,Lamed_He_Tet_He_Resh,4
ונחלתכה,Waw_Nun-medial_Het_Lamed_Taw_Kaf_He,4
ובידו,Waw_Bet_Yod_Dalet_Waw,4
מבקשי,Mem-medial_Bet_Qof_Shin_Yod,4
באלוהים,Bet_Alef_Lamed_Waw_He_Yod_Mem,4
בעמו,Bet_Ayin_Mem-medial_Waw,4
ההאלה,He_He_Alef_Lamed_He,4
רבתא,Resh_Bet_Taw_Alef,4
בגבול,Bet_Gimel_Bet_Waw_Lamed,4
ומשלו,Waw_Mem-medial_Shin_Lamed_Waw,4
שטן,Shin_Tet_Nun-final,4
לגבורת,Lamed_Gimel_Bet_Waw_Resh_Taw,4
נשיא,Nun-medial_Shin_Yod_Alef,4
רזיכה,Resh_Zayin_Yod_Kaf_He,4
ישמח,Yod_Shin_Mem-medial_Het,4
וכמא,Waw_Kaf_Mem-medial_Alef,4
ושלושים,Waw_Shin_Lamed_Waw_Shin_Yod_Mem,4
חקק,Het_Qof_Qof,4
אסף,Alef_Samekh_Pe-final,4
עשרת,Ayin_Shin_Resh_Taw,4
בולא,Bet_Waw_Lamed_Alef,4
לעמכה,Lamed_Ayin_Mem-medial_Kaf_He,4
ורמיה,Waw_Resh_Mem-medial_Yod_He,4
מנוח,Mem-medial_Nun-medial_Waw_Het,4
תמלא,Taw_Mem-medial_Lamed_Alef,4
להוכיח,Lamed_He_Waw_Kaf_Yod_Het,4
קצ,Qof_Tsadi,4
לעלמין,Lamed_Ayin_Lamed_Mem-medial_Yod_Nun-final,4
ארבעין,Alef_Resh_Bet_Ayin_Yod_Nun-final,4
גורלות,Gimel_Waw_Resh_Lamed_Waw_Taw,4
עשרון,Ayin_Shin_Resh_Waw_Nun-final,4
ען,Ayin_Nun-final,4
ובליעל,Waw_Bet_Lamed_Yod_Ayin_Lamed,4
ותולעת,Waw_Taw_Waw_Lamed_Ayin_Taw,4
ימות,Yod_Mem-medial_Waw_Taw,4
כמוה,Kaf_Mem-medial_Waw_He,4
בשבעת,Bet_Shin_Bet_Ayin_Taw,4
שה,Shin_He,4
בידם,Bet_Yod_Dalet_Mem,4
נביא,Nun-medial_Bet_Yod_Alef,4
ודרכי,Waw_Dalet_Resh_Kaf_Yod,4
והווא,Waw_He_Waw_Waw_Alef,4
הבאר,He_Bet_Alef_Resh,4
ברה,Bet_Resh_He,4
מועדיהם,Mem-medial_Waw_Ayin_Dalet_Yod_He_Mem,4
לנדה,Lamed_Nun-medial_Dalet_He,4
כהן,Kaf_He_Nun-final,4
לטמא,Lamed_Tet_Mem-medial_Alef,4
וגובהמה,Waw_Gimel_Waw_Bet_He_Mem-medial_He,4
וישא,Waw_Yod_Shin_Alef,4
הראשנים,He_Resh_Alef_Shin_Nun-medial_Yod_Mem,4
תשיב,Taw_Shin_Yod_Bet,4
וחיה,Waw_Het_Yod_He,4
ידברו,Yod_Dalet_Bet_Resh_Waw,4
קדמוהי,Qof_Dalet_Mem-medial_Waw_He_Yod,4
אמלל,Alef_Mem-medial_Lamed_Lamed,4
שכר,Shin_Kaf_Resh,4
היותם,He_Yod_Waw_Taw_Mem,4
סלק,Samekh_Lamed_Qof,4
עבודה,Ayin_Bet_Waw_Dalet_He,4
מעשר,Mem-medial_Ayin_Shin_Resh,4
מואב,Mem-medial_Waw_Alef_Bet,4
בשמטה,Bet_Shin_Mem-medial_Tet_He,4
מלחמתו,Mem-medial_Lamed_Het_Mem-medial_Taw_Waw,4
ובאדינ,Waw_Bet_Alef_Dalet_Yod_Nun-medial,4
מענה,Mem-medial_Ayin_Nun-medial_He,4
יכפרו,Yod_Kaf_Pe_Resh_Waw,4
למועדיהם,Lamed_Mem-medial_Waw_Ayin_Dalet_Yod_He_Mem,4
בעיניו,Bet_Ayin_Yod_Nun-medial_Yod_Waw,4
יתמו,Yod_Taw_Mem-medial_Waw,4
באמונה,Bet_Alef_Mem-medial_Waw_Nun-medial_He,4
תורא,Taw_Waw_Resh_Alef,4
עולמי,Ayin_Waw_Lamed_Mem-medial_Yod,4
עבור,Ayin_Bet_Waw_Resh,4
תקוה,Taw_Qof_Waw_He,4
למערכת,Lamed_Mem-medial_Ayin_Resh_Kaf_Taw,4
חייכה,Het_Yod_Yod_Kaf_He,4
יתערב,Yod_Taw_Ayin_Resh_Bet,4
הערב,He_Ayin_Resh_Bet,4
מנחה,Mem-medial_Nun-medial_Het_He,4
לימין,Lamed_Yod_Mem-medial_Yod_Nun-final,4
תוכל,Taw_Waw_Kaf_Lamed,4
אילים,Alef_Yod_Lamed_Yod_Mem,4
אברכה,Alef_Bet_Resh_Kaf_He,4
תשמע,Taw_Shin_Mem-medial_Ayin,4
מדבר,Mem-medial_Dalet_Bet_Resh,4
בקצ,Bet_Qof_Tsadi,4
אפ,Alef_Pe,4
ויאמרו,Waw_Yod_Alef_Mem-medial_Resh_Waw,4
מחץ,Mem-medial_Het_Tasdi-final,4
אצלם,Alef_Tsadi_Lamed_Mem,4
הולוא,He_Waw_Lamed_Waw_Alef,4
ורומה,Waw_Resh_Waw_Mem-medial_He,4
וכדן,Waw_Kaf_Dalet_Nun-final,4
תהלת,Taw_He_Lamed_Taw,4
ויבאו,Waw_Yod_Bet_Alef_Waw,4
חקותי,Het_Qof_Waw_Taw_Yod,4
געלה,Gimel_Ayin_Lamed_He,4
אנוס,Alef_Nun-medial_Waw_Samekh,4
חנה,Het_Nun-medial_He,4
שמאל,Shin_Mem-medial_Alef_Lamed,4
שמחי,Shin_Mem-medial_Het_Yod,4
נכרתו,Nun-medial_Kaf_Resh_Taw_Waw,4
בלע,Bet_Lamed_Ayin,4
מרא,Mem-medial_Resh_Alef,4
אדירים,Alef_Dalet_Yod_Resh_Yod_Mem,4
ולהתיצב,Waw_Lamed_He_Taw_Yod_Tsadi_Bet,4
האש,He_Alef_Shin,4
אשתו,Alef_Shin_Taw_Waw,4
בפלא,Bet_Pe_Lamed_Alef,4
רוקמה,Resh_Waw_Qof_Mem-medial_He,4
בפיהו,Bet_Pe_Yod_He_Waw,4
לרשע,Lamed_Resh_Shin_Ayin,4
ומעשר,Waw_Mem-medial_Ayin_Shin_Resh,4
צמח,Tsadi_Mem-medial_Het,4
חמשת,Het_Mem-medial_Shin_Taw,4
פרשו,Pe_Resh_Shin_Waw,4
המקום,He_Mem-medial_Qof_Waw_Mem,4
והיאה,Waw_He_Yod_Alef_He,4
ועלי,Waw_Ayin_Lamed_Yod,4
באה,Bet_Alef_He,4
ארצות,Alef_Resh_Tsadi_Waw_Taw,4
אבד,Alef_Bet_Dalet,4
ובהמה,Waw_Bet_He_Mem-medial_He,4
ויואמר,Waw_Yod_Waw_Alef_Mem-medial_Resh,4
אך,Alef_Kaf-final,4
לדרומא,Lamed_Dalet_Resh_Waw_Mem-medial_Alef,4
אנושי,Alef_Nun-medial_Waw_Shin_Yod,4
באשמת,Bet_Alef_Shin_Mem-medial_Taw,4
לכוהנים,Lamed_Kaf_Waw_He_Nun-medial_Yod_Mem,4
דגן,Dalet_Gimel_Nun-final,4
יפת,Yod_Pe_Taw,4
עומד,Ayin_Waw_Mem-medial_Dalet,4
אשם,Alef_Shin_Mem,4
ישבע,Yod_Shin_Bet_Ayin,4
מעמדם,Mem-medial_Ayin_Mem-medial_Dalet_Mem,4
נפלאות,Nun-medial_Pe_Lamed_Alef_Waw_Taw,4
לגוים,Lamed_Gimel_Waw_Yod_Mem,4
לטהרת,Lamed_Tet_He_Resh_Taw,4
ברעהו,Bet_Resh_Ayin_He_Waw,4
ופתיהון,Waw_Pe_Taw_Yod_He_Waw_Nun-final,4
אכול,Alef_Kaf_Waw_Lamed,4
תעודה,Taw_Ayin_Waw_Dalet_He,4
ולברך,Waw_Lamed_Bet_Resh_Kaf-final,4
ישרתוך,Yod_Shin_Resh_Taw_Waw_Kaf-final,4
גליהם,Gimel_Lamed_Yod_He_Mem,4
בזה,Bet_Zayin_He,4
במועדי,Bet_Mem-medial_Waw_Ayin_Dalet_Yod,4
ותתן,Waw_Taw_Taw_Nun-final,4
הזנות,He_Zayin_Nun-medial_Waw_Taw,4
וקדם,Waw_Qof_Dalet_Mem,4
בריתך,Bet_Resh_Yod_Taw_Kaf-final,4
יון,Yod_Waw_Nun-final,4
הקרבים,He_Qof_Resh_Bet_Yod_Mem,4
בשבועת,Bet_Shin_Bet_Waw_Ayin_Taw,4
כמוהו,Kaf_Mem-medial_Waw_He_Waw,4
כנען,Kaf_Nun-medial_Ayin_Nun-final,4
בניהם,Bet_Nun-medial_Yod_He_Mem,4
קרית,Qof_Resh_Yod_Taw,4
החמר,He_Het_Mem-medial_Resh,3
בריתי,Bet_Resh_Yod_Taw_Yod,3
הטהורה,He_Tet_He_Waw_Resh_He,3
מקול,Mem-medial_Qof_Waw_Lamed,3
זמן,Zayin_Mem-medial_Nun-final,3
והאשר,Waw_He_Alef_Shin_Resh,3
לאבל,Lamed_Alef_Bet_Lamed,3
דרגא,Dalet_Resh_Gimel_Alef,3
בדמות,Bet_Dalet_Mem-medial_Waw_Taw,3
רעות,Resh_Ayin_Waw_Taw,3
הקטן,He_Qof_Tet_Nun-final,3
וריב,Waw_Resh_Yod_Bet,3
עירין,Ayin_Yod_Resh_Yod_Nun-final,3
מחלה,Mem-medial_Het_Lamed_He,3
לטוב,Lamed_Tet_Waw_Bet,3
הבה,He_Bet_He,3
ויסוד,Waw_Yod_Samekh_Waw_Dalet,3
ועשרין,Waw_Ayin_Shin_Resh_Yod_Nun-final,3
המצרף,He_Mem-medial_Tsadi_Resh_Pe-final,3
אחים,Alef_Het_Yod_Mem,3
גבולי,Gimel_Bet_Waw_Lamed_Yod,3
ולאהוב,Waw_Lamed_Alef_He_Waw_Bet,3
ושיר,Waw_Shin_Yod_Resh,3
בתכונם,Bet_Taw_Kaf_Waw_Nun-medial_Mem,3
אתן,Alef_Taw_Nun-final,3
ביאת,Bet_Yod_Alef_Taw,3
ידעין,Yod_Dalet_Ayin_Yod_Nun-final,3
ולהשיב,Waw_Lamed_He_Shin_Yod_Bet,3
לחצר,Lamed_Het_Tsadi_Resh,3
ויעזבם,Waw_Yod_Ayin_Zayin_Bet_Mem,3
משא,Mem-medial_Shin_Alef,3
ומיא,Waw_Mem-medial_Yod_Alef,3
לצדיק,Lamed_Tsadi_Dalet_Yod_Qof,3
בצפונא,Bet_Tsadi_Pe_Waw_Nun-medial_Alef,3
משפטיו,Mem-medial_Shin_Pe_Tet_Yod_Waw,3
לאה,Lamed_Alef_He,3
נדבה,Nun-medial_Dalet_Bet_He,3
הלחם,He_Lamed_Het_Mem,3
להסגירם,Lamed_He_Samekh_Gimel_Yod_Resh_Mem,3
אתכמה,Alef_Taw_Kaf_Mem-medial_He,3
ולפתוח,Waw_Lamed_Pe_Taw_Waw_Het,3
זאת,Zayin_Alef_Taw,3
יצרו,Yod_Tsadi_Resh_Waw,3
לריח,Lamed_Resh_Yod_Het,3
העוברים,He_Ayin_Waw_Bet_Resh_Yod_Mem,3
עלת,Ayin_Lamed_Taw,3
כדמות,Kaf_Dalet_Mem-medial_Waw_Taw,3
תועבות,Taw_Waw_Ayin_Bet_Waw_Taw,3
מעצת,Mem-medial_Ayin_Tsadi_Taw,3
השופטים,He_Shin_Waw_Pe_Tet_Yod_Mem,3
קציהם,Qof_Tsadi_Yod_He_Mem,3
תרעי,Taw_Resh_Ayin_Yod,3
תהיו,Taw_He_Yod_Waw,3
במישור,Bet_Mem-medial_Yod_Shin_Waw_Resh,3
ירדנא,Yod_Resh_Dalet_Nun-medial_Alef,3
ועצת,Waw_Ayin_Tsadi_Taw,3
ויפתח,Waw_Yod_Pe_Taw_Het,3
עמל,Ayin_Mem-medial_Lamed,3
להמיתו,Lamed_He_Mem-medial_Yod_Taw_Waw,3
בששה,Bet_Shin_Shin_He,3
סביבה,Samekh_Bet_Yod_Bet_He,3
קראתי,Qof_Resh_Alef_Taw_Yod,3
כחלת,Kaf_Het_Lamed_Taw,3
חור,Het_Waw_Resh,3
והקימותי,Waw_He_Qof_Yod_Mem-medial_Waw_Taw_Yod,3
עשרא,Ayin_Shin_Resh_Alef,3
פעל,Pe_Ayin_Lamed,3
רשית,Resh_Shin_Yod_Taw,3
כבשים,Kaf_Bet_Shin_Yod_Mem,3
קטל,Qof_Tet_Lamed,3
ויתבת,Waw_Yod_Taw_Bet_Taw,3
שדי,Shin_Dalet_Yod,3
נכסיא,Nun-medial_Kaf_Samekh_Yod_Alef,3
ושר,Waw_Shin_Resh,3
איננו,Alef_Yod_Nun-medial_Nun-medial_Waw,3
לגוי,Lamed_Gimel_Waw_Yod,3
יואכל,Yod_Waw_Alef_Kaf_Lamed,3
נהר,Nun-medial_He_Resh,3
התרומה,He_Taw_Resh_Waw_Mem-medial_He,3
ובלשון,Waw_Bet_Lamed_Shin_Waw_Nun-final,3
שתין,Shin_Taw_Yod_Nun-final,3
יצועי,Yod_Tsadi_Waw_Ayin_Yod,3
מפשע,Mem-medial_Pe_Shin_Ayin,3
לבנון,Lamed_Bet_Nun-medial_Waw_Nun-final,3
תוכחתכה,Taw_Waw_Kaf_Het_Taw_Kaf_He,3
מלכים,Mem-medial_Lamed_Kaf_Yod_Mem,3
מרחם,Mem-medial_Resh_Het_Mem,3
ומקוה,Waw_Mem-medial_Qof_Waw_He,3
בעול,Bet_Ayin_Waw_Lamed,3
לימים,Lamed_Yod_Mem-medial_Yod_Mem,3
ואביון,Waw_Alef_Bet_Yod_Waw_Nun-final,3
במלכיה,Bet_Mem-medial_Lamed_Kaf_Yod_He,3
מאתין,Mem-medial_Alef_Taw_Yod_Nun-final,3
בטמאת,Bet_Tet_Mem-medial_Alef_Taw,3
בקדש,Bet_Qof_Dalet_Shin,3
הטור,He_Tet_Waw_Resh,3
כספא,Kaf_Samekh_Pe_Alef,3
ויוצאים,Waw_Yod_Waw_Tsadi_Alef_Yod_Mem,3
וקדש,Waw_Qof_Dalet_Shin,3
צבאותם,Tsadi_Bet_Alef_Waw_Taw_Mem,3
שביעי,Shin_Bet_Yod_Ayin_Yod,3
רכב,Resh_Kaf_Bet,3
הפקודים,He_Pe_Qof_Waw_Dalet_Yod_Mem,3
העמוד,He_Ayin_Mem-medial_Waw_Dalet,3
לתכן,Lamed_Taw_Kaf_Nun-final,3
יחישו,Yod_Het_Yod_Shin_Waw,3
הגדולים,He_Gimel_Dalet_Waw_Lamed_Yod_Mem,3
מדברא,Mem-medial_Dalet_Bet_Resh_Alef,3
מנחתו,Mem-medial_Nun-medial_Het_Taw_Waw,3
אהרן,Alef_He_Resh_Nun-final,3
מתורת,Mem-medial_Taw_Waw_Resh_Taw,3
ממדבר,Mem-medial_Mem-medial_Dalet_Bet_Resh,3
יברכו,Yod_Bet_Resh_Kaf_Waw,3
מנאצי,Mem-medial_Nun-medial_Alef_Tsadi_Yod,3
נשענתי,Nun-medial_Shin_Ayin_Nun-medial_Taw_Yod,3
תחתיה,Taw_Het_Taw_Yod_He,3
אלו,Alef_Lamed_Waw,3
חייא,Het_Yod_Yod_Alef,3
למקם,Lamed_Mem-medial_Qof_Mem,3
ברעב,Bet_Resh_Ayin_Bet,3
בדמים,Bet_Dalet_Mem-medial_Yod_Mem,3
שנאת,Shin_Nun-medial_Alef_Taw,3
ואות,Waw_Alef_Waw_Taw,3
יקרב,Yod_Qof_Resh_Bet,3
